transaction_id,customer_id,amount,transaction_type,merchant_category,is_weekend,hour_of_day,days_since_last_transaction,amount_vs_avg_ratio,is_international,event_time
txn_00002233,cust_000341,44.97,Withdrawal,Grocery,0,14,3,0.301,0,1749214956.238729
txn_00002234,cust_000439,48.78,Withdrawal,ATM,0,1,4,0.18,0,1731375012.127575
txn_00002235,cust_000175,41.58,Purchase,Other,0,1,0,0.246,0,1742259624.445068
txn_00002236,cust_000486,152.02,Payment,Online,0,23,3,0.425,0,1739230778.208066
txn_00002237,cust_000047,249.34,Transfer,Online,0,0,1,1.894,0,1746662344.632733
txn_00002238,cust_000172,35.61,Purchase,Gas Station,0,16,1,0.273,0,1744646123.266046
txn_00002239,cust_000754,66.38,Payment,Department Store,0,15,0,0.4,0,1731426201.413456
txn_00002240,cust_000264,17.31,Transfer,Department Store,0,6,3,0.587,0,1741761531.590974
txn_00002241,cust_000848,84.41,Transfer,Travel,0,20,0,0.815,0,1731960705.91783
txn_00002242,cust_000878,22.18,Payment,Gas Station,1,21,0,0.165,0,1748119348.916029
txn_00002243,cust_000532,145.18,Purchase,Restaurant,0,22,0,0.393,0,1743801685.813745
txn_00002244,cust_000877,120.41,Withdrawal,Department Store,0,12,6,1.171,0,1727782661.165027
txn_00002245,cust_000251,56.91,Payment,Department Store,1,22,0,0.179,0,1739054975.95107
txn_00002246,cust_000092,14.85,Payment,Gas Station,1,21,1,0.047,0,1726949685.315635
txn_00002247,cust_000899,12.06,Payment,Travel,0,22,4,0.349,0,1740609937.344949
txn_00002248,cust_000933,31.38,Transfer,Pharmacy,0,23,1,0.73,0,1742255317.268967
txn_00002249,cust_000968,18.19,Transfer,Online,0,22,1,0.561,0,1752181689.240349
txn_00002250,cust_000533,52.95,Purchase,Pharmacy,0,7,0,0.48,0,1742973369.039776
txn_00002251,cust_000581,52.23,Transfer,ATM,0,12,5,0.252,0,1751368354.588352
txn_00002252,cust_000009,262.36,Withdrawal,Entertainment,1,5,1,1.379,0,1736574442.929148
txn_00002253,cust_000536,49.04,Withdrawal,ATM,0,23,0,0.495,0,1751321631.904099
txn_00002254,cust_000067,73.52,Purchase,Entertainment,0,1,0,1.102,0,1746058702.263776
txn_00002255,cust_000290,370.67,Purchase,Grocery,1,10,0,5.643,0,1746868721.330353
txn_00002256,cust_000006,81.57,Purchase,Grocery,0,4,3,0.288,0,1734410941.178765
txn_00002257,cust_000359,97.48,Withdrawal,Gas Station,0,20,1,7.341,0,1748548060.481064
txn_00002258,cust_000147,438.66,Withdrawal,Pharmacy,0,15,2,2.594,0,1752243832.43769
txn_00002259,cust_000083,26.94,Purchase,Entertainment,1,6,1,0.161,0,1730011013.148044
txn_00002260,cust_000255,138.06,Payment,Pharmacy,0,9,0,1.972,0,1746434738.278502
txn_00002261,cust_000926,21.22,Transfer,ATM,1,22,1,0.14,0,1723931582.395648
txn_00002262,cust_000178,51.33,Transfer,Other,0,23,2,0.607,0,1738623670.898725
txn_00002263,cust_000787,16.09,Withdrawal,Pharmacy,0,22,2,0.079,0,1727128322.634508
txn_00002264,cust_000309,16.4,Transfer,Other,0,10,0,0.09,0,1730458637.349026
txn_00002265,cust_000473,37.95,Payment,Pharmacy,0,8,0,0.765,0,1738053596.651298
txn_00002266,cust_000540,67.3,Transfer,Travel,1,10,4,3.19,0,1734776080.843634
txn_00002267,cust_000730,65.62,Transfer,Pharmacy,0,15,0,0.238,0,1732116260.814857
txn_00002268,cust_000985,69.27,Purchase,Travel,0,21,0,0.42,0,1733778196.43767
txn_00002269,cust_000786,17.09,Withdrawal,Other,0,18,2,0.275,0,1734114370.11465
txn_00002270,cust_000806,47.28,Transfer,Restaurant,0,16,8,0.215,0,1728488753.847651
txn_00002271,cust_000922,130.43,Transfer,Grocery,0,13,3,4.661,0,1738676241.055796
txn_00002272,cust_000403,31.77,Purchase,Entertainment,0,2,6,0.081,0,1724808193.128207
txn_00002273,cust_000896,50.83,Purchase,Gas Station,1,4,4,0.216,0,1737176189.584078
txn_00002274,cust_000850,63.54,Purchase,Department Store,0,2,5,0.15,0,1751936648.674552
txn_00002275,cust_000842,38.14,Payment,Department Store,1,4,0,0.369,0,1730003914.337386
txn_00002276,cust_000125,126.53,Purchase,Online,0,9,2,0.551,0,1744188235.078085
txn_00002277,cust_000576,96.3,Payment,Restaurant,0,9,2,0.3,0,1744186695.465222
txn_00002278,cust_000692,44.04,Withdrawal,ATM,0,14,3,0.248,0,1741012854.551699
txn_00002279,cust_000737,38.13,Purchase,Entertainment,0,4,1,0.167,0,1752030787.010613
txn_00002280,cust_000206,45.79,Purchase,Restaurant,1,0,0,0.354,0,1724454139.183755
txn_00002281,cust_000124,41.77,Withdrawal,Online,1,20,0,0.185,0,1737233404.74097
txn_00002282,cust_000026,43.46,Payment,Pharmacy,0,1,0,0.443,0,1747097541.865535
txn_00002283,cust_000125,38.31,Payment,Restaurant,0,14,8,0.167,0,1730298676.098085
txn_00002284,cust_000862,55.71,Transfer,Other,1,13,10,1.742,0,1747570639.694477
txn_00002285,cust_000880,37.18,Purchase,Pharmacy,0,8,3,4.96,0,1741595992.779474
txn_00002286,cust_000023,76.92,Withdrawal,Restaurant,0,14,0,1.132,0,1726664780.909286
txn_00002287,cust_000717,15.99,Payment,Entertainment,0,16,10,0.207,0,1738080413.282313
txn_00002288,cust_000684,28.41,Payment,Department Store,1,15,12,2.331,0,1723990901.263832
txn_00002289,cust_000401,69.5,Purchase,Entertainment,1,22,1,0.329,0,1733007524.85603
txn_00002290,cust_000436,27.63,Transfer,Entertainment,0,5,1,2.418,0,1725509260.149569
txn_00002291,cust_000399,65.15,Transfer,Grocery,0,3,6,0.599,0,1721184195.951207
txn_00002292,cust_000915,86.81,Payment,Grocery,0,0,3,0.904,0,1741565469.870233
txn_00002293,cust_000364,43.62,Payment,Entertainment,1,13,0,0.743,0,1751199431.677006
txn_00002294,cust_000163,55.53,Withdrawal,Department Store,0,17,3,0.768,0,1732122210.752747
txn_00002295,cust_000538,47.47,Purchase,Restaurant,0,17,0,1.083,0,1733159009.197191
txn_00002296,cust_000361,114.07,Transfer,Entertainment,1,13,0,0.356,0,1741525795.702813
txn_00002297,cust_000806,343.09,Transfer,Pharmacy,0,5,0,1.561,1,1725252959.729341
txn_00002298,cust_000860,164.59,Payment,Entertainment,0,14,1,0.82,0,1741185226.457939
txn_00002299,cust_000185,190.05,Transfer,Restaurant,1,9,1,0.913,0,1739006244.926319
txn_00002300,cust_000603,139.94,Transfer,Other,0,18,1,0.707,0,1750959697.262911
txn_00002301,cust_000414,29.83,Purchase,Restaurant,0,19,8,0.137,0,1722967567.076823
txn_00002302,cust_000682,18.59,Payment,Department Store,0,21,1,0.165,0,1724186448.107243
txn_00002303,cust_000791,166.83,Withdrawal,Gas Station,1,6,1,0.405,0,1746335286.17639
txn_00002304,cust_000179,94.63,Payment,Pharmacy,0,21,3,0.518,0,1743800033.858739
txn_00002305,cust_000064,68.1,Purchase,Grocery,0,11,0,0.376,0,1740137273.16393
txn_00002306,cust_000075,111.42,Transfer,Other,1,6,15,1.386,0,1734764321.741222
txn_00002307,cust_000031,209.99,Transfer,Gas Station,1,5,6,1.411,0,1749961779.921497
txn_00002308,cust_000387,20.69,Withdrawal,Online,0,18,1,0.201,0,1725037800.472699
txn_00002309,cust_000449,21.61,Withdrawal,Online,0,21,7,0.077,0,1742248463.192022
txn_00002310,cust_000445,13.74,Withdrawal,Gas Station,0,4,0,0.553,0,1746501867.451472
txn_00002311,cust_000645,41.25,Purchase,Online,1,11,2,0.216,0,1751105953.069633
txn_00002312,cust_000144,31.8,Transfer,Pharmacy,0,4,1,0.252,0,1749007505.796545
txn_00002313,cust_000886,37.15,Withdrawal,Travel,0,9,2,0.209,0,1723106172.350665
txn_00002314,cust_000853,36.0,Payment,Travel,0,20,0,0.291,0,1727379605.115869
txn_00002315,cust_000634,135.96,Withdrawal,Gas Station,0,13,2,0.724,0,1749211378.034212
txn_00002316,cust_000641,41.6,Purchase,Other,0,9,0,0.483,0,1732701544.861678
txn_00002317,cust_000802,53.85,Purchase,Gas Station,0,22,1,0.257,0,1737152177.654532
txn_00002318,cust_000053,26.04,Transfer,Grocery,0,16,4,0.122,0,1739808856.016853
txn_00002319,cust_000964,81.73,Transfer,Pharmacy,1,22,13,1.214,0,1729978855.856469
txn_00002320,cust_000070,60.69,Withdrawal,ATM,0,13,1,0.338,0,1748350028.245008
txn_00002321,cust_000590,36.71,Transfer,Pharmacy,0,5,0,0.276,0,1728449420.415195
txn_00002322,cust_000560,26.5,Purchase,Other,0,17,5,0.301,0,1742837205.214402
txn_00002323,cust_000940,66.65,Purchase,Grocery,0,15,4,3.362,0,1751897556.862485
txn_00002324,cust_000268,39.1,Purchase,Restaurant,0,7,3,0.228,0,1727160003.454566
txn_00002325,cust_000837,22.92,Purchase,Online,1,23,6,0.123,0,1743980088.960681
txn_00002326,cust_000825,99.67,Purchase,Department Store,0,3,1,0.288,0,1750732732.664225
txn_00002327,cust_000973,66.29,Purchase,Travel,0,1,8,0.233,0,1733966830.618664
txn_00002328,cust_000133,56.73,Purchase,Gas Station,1,20,6,2.751,0,1729367433.565057
txn_00002329,cust_000520,165.18,Transfer,Pharmacy,0,8,3,2.261,0,1727940008.072071
txn_00002330,cust_000801,81.42,Withdrawal,Grocery,0,7,0,2.262,0,1747637029.791248
txn_00002331,cust_000027,295.53,Withdrawal,Travel,0,12,0,0.799,0,1745233347.678971
txn_00002332,cust_000389,22.63,Purchase,Travel,0,0,1,0.087,0,1742345978.655909
txn_00002333,cust_000397,6.2,Withdrawal,Pharmacy,0,14,0,0.232,0,1744983212.729828
txn_00002334,cust_000563,29.9,Payment,Gas Station,1,10,1,0.382,0,1725181408.742241
txn_00002335,cust_000926,32.89,Withdrawal,Department Store,1,8,3,0.217,0,1732436341.098404
txn_00002336,cust_000060,10.01,Purchase,Other,0,1,10,0.504,1,1728347616.146321
txn_00002337,cust_000423,93.97,Purchase,Grocery,0,23,2,0.73,0,1744409073.795788
txn_00002338,cust_000256,10.78,Purchase,Grocery,0,17,2,0.203,0,1746463524.441807
txn_00002339,cust_000185,29.41,Transfer,Department Store,0,6,1,0.141,0,1729748627.20499
txn_00002340,cust_000912,92.0,Transfer,Restaurant,0,6,5,3.282,0,1728539170.106871
txn_00002341,cust_000491,55.4,Purchase,Gas Station,0,3,0,0.172,0,1741577812.281445
txn_00002342,cust_000557,35.7,Transfer,Online,0,6,0,0.407,0,1727328711.730257
txn_00002343,cust_000310,523.79,Transfer,Online,1,18,0,1.76,0,1750525521.94224
txn_00002344,cust_000274,162.08,Purchase,Grocery,0,12,0,0.584,0,1730895816.27628
txn_00002345,cust_000421,59.93,Payment,ATM,0,15,18,0.74,0,1743088981.288431
txn_00002346,cust_000934,103.85,Withdrawal,ATM,1,4,6,0.653,0,1725161259.083637
txn_00002347,cust_000216,25.39,Withdrawal,Grocery,0,22,2,0.287,0,1724707662.959409
txn_00002348,cust_000716,114.21,Payment,Gas Station,0,20,0,0.522,1,1734724868.85755
txn_00002349,cust_000857,32.02,Transfer,Other,0,10,3,0.334,0,1721901215.464518
txn_00002350,cust_000848,67.52,Purchase,ATM,0,9,0,0.652,0,1751271962.872405
txn_00002351,cust_000394,20.04,Payment,Pharmacy,0,22,1,0.048,0,1736461874.536106
txn_00002352,cust_000230,116.62,Withdrawal,Pharmacy,0,5,1,0.644,0,1727324585.544023
txn_00002353,cust_000677,72.99,Transfer,Grocery,0,12,1,1.199,0,1730463430.081144
txn_00002354,cust_000773,52.8,Transfer,Other,0,3,1,0.642,0,1749003669.422782
txn_00002355,cust_000029,33.23,Payment,Pharmacy,0,13,1,0.238,0,1731592302.582734
txn_00002356,cust_000951,56.14,Purchase,Gas Station,0,13,2,1.739,0,1744028711.759878
txn_00002357,cust_000976,22.5,Transfer,Travel,0,9,1,0.468,0,1743583503.444138
txn_00002358,cust_000587,128.62,Transfer,Restaurant,0,15,4,0.514,0,1743518008.542627
txn_00002359,cust_000479,123.76,Withdrawal,Restaurant,0,6,4,1.014,0,1744350990.192182
txn_00002360,cust_000288,10.68,Transfer,Gas Station,0,23,0,0.048,0,1746052516.758206
txn_00002361,cust_000790,161.94,Transfer,Other,0,6,0,0.74,0,1737958164.9459
txn_00002362,cust_000631,54.18,Transfer,ATM,0,5,6,0.151,0,1729486055.442992
txn_00002363,cust_000830,22.3,Purchase,Gas Station,1,18,0,0.157,0,1745168720.535039
txn_00002364,cust_000677,15.1,Transfer,Restaurant,0,7,1,0.248,0,1730963001.907727
txn_00002365,cust_000018,60.62,Payment,Grocery,0,16,6,0.191,0,1734713259.493697
txn_00002366,cust_000492,31.04,Withdrawal,Pharmacy,1,21,0,0.159,0,1740952146.839689
txn_00002367,cust_000962,35.55,Transfer,Gas Station,1,4,2,0.08,0,1723345271.282494
txn_00002368,cust_000265,25.83,Transfer,ATM,0,17,1,0.125,0,1744992525.760445
txn_00002369,cust_000131,96.87,Withdrawal,Restaurant,0,3,2,0.356,0,1728008563.491943
txn_00002370,cust_000672,26.33,Purchase,Grocery,0,5,0,0.071,0,1722400225.065257
txn_00002371,cust_000519,165.05,Transfer,Grocery,0,5,0,0.295,0,1747975624.731716
txn_00002372,cust_000234,101.34,Transfer,ATM,1,7,0,0.357,1,1722754475.057653
txn_00002373,cust_000866,45.76,Transfer,Travel,0,2,0,0.465,0,1747878494.794226
txn_00002374,cust_000615,23.27,Purchase,Gas Station,1,19,1,0.096,0,1728238080.642574
txn_00002375,cust_000116,44.36,Withdrawal,Online,0,15,4,0.348,0,1736956296.535978
txn_00002376,cust_000381,17.21,Payment,Gas Station,1,18,2,0.093,0,1746984371.788996
txn_00002377,cust_000897,76.91,Purchase,Department Store,0,11,3,1.001,0,1729764030.130104
txn_00002378,cust_000369,37.45,Payment,Department Store,0,9,1,0.346,0,1731404392.173927
txn_00002379,cust_000997,133.3,Purchase,Restaurant,0,11,0,1.718,0,1730113852.371123
txn_00002380,cust_000298,48.18,Purchase,Gas Station,0,16,1,0.154,0,1750174889.770197
txn_00002381,cust_000828,228.49,Transfer,Online,0,9,4,0.728,0,1730714383.888745
txn_00002382,cust_000597,57.33,Withdrawal,Pharmacy,0,0,1,3.947,0,1721864739.190779
txn_00002383,cust_000665,159.38,Purchase,Online,1,18,4,1.005,0,1723310521.104608
txn_00002384,cust_000589,32.63,Payment,Travel,0,4,8,0.402,0,1740718189.955829
txn_00002385,cust_000868,26.02,Purchase,Other,0,18,0,0.186,0,1748540413.246254
txn_00002386,cust_000538,16.52,Transfer,ATM,1,1,5,0.377,0,1737249596.48939
txn_00002387,cust_000590,37.53,Withdrawal,Department Store,0,2,3,0.282,0,1730082388.038414
txn_00002388,cust_000787,54.1,Withdrawal,Entertainment,0,21,1,0.265,0,1751662324.465401
txn_00002389,cust_000996,118.43,Withdrawal,Entertainment,1,6,0,0.317,0,1724476468.427976
txn_00002390,cust_000902,34.94,Purchase,Department Store,0,18,0,0.192,0,1733767700.918637
txn_00002391,cust_000079,18.38,Payment,Other,0,23,0,0.084,0,1749680625.963057
txn_00002392,cust_000806,33.63,Withdrawal,Travel,0,0,3,0.153,0,1734049141.308342
txn_00002393,cust_000932,31.2,Withdrawal,Other,1,21,1,0.205,0,1733694904.042254
txn_00002394,cust_000294,18.73,Purchase,Gas Station,0,19,4,0.117,0,1731612088.829638
txn_00002395,cust_000518,150.69,Payment,Online,0,0,4,0.891,0,1751844381.521477
txn_00002396,cust_000898,43.37,Withdrawal,Gas Station,0,20,7,0.448,0,1735159805.019259
txn_00002397,cust_000784,13.85,Payment,Gas Station,0,13,0,0.37,0,1738329476.831979
txn_00002398,cust_000035,45.99,Purchase,Restaurant,0,11,4,0.234,0,1747133244.014496
txn_00002399,cust_000136,57.43,Payment,Pharmacy,0,1,5,0.228,0,1737078075.15729
txn_00002400,cust_000412,70.44,Withdrawal,ATM,0,12,0,0.225,0,1742818623.909611
txn_00002401,cust_000919,97.17,Transfer,Other,1,3,1,0.471,0,1746844911.107573
txn_00002402,cust_000111,24.03,Purchase,Gas Station,0,23,6,0.549,0,1752187693.551545
txn_00002403,cust_000364,33.63,Payment,Entertainment,0,20,2,0.573,0,1750793327.800798
txn_00002404,cust_000447,9.63,Payment,Restaurant,1,17,0,0.373,0,1729959765.900012
txn_00002405,cust_000742,51.33,Purchase,Restaurant,0,16,1,0.27,0,1744991859.833198
txn_00002406,cust_000608,111.05,Payment,Pharmacy,0,14,5,0.284,0,1739542650.930219
txn_00002407,cust_000181,64.33,Transfer,Gas Station,0,19,0,0.472,0,1736881609.002535
txn_00002408,cust_000506,22.35,Payment,ATM,0,15,0,0.573,0,1731597752.825689
txn_00002409,cust_000327,193.11,Withdrawal,Grocery,0,13,8,0.522,0,1744718900.01658
txn_00002410,cust_000753,13.53,Withdrawal,Pharmacy,1,4,0,0.147,0,1748663547.518414
txn_00002411,cust_000589,34.52,Transfer,Gas Station,0,4,0,0.426,0,1748575233.387795
txn_00002412,cust_000170,31.29,Transfer,Entertainment,1,9,0,0.296,0,1724575307.241435
txn_00002413,cust_000907,34.83,Transfer,Other,0,22,2,0.284,0,1726176380.316283
txn_00002414,cust_000947,85.02,Transfer,Restaurant,1,16,3,0.671,0,1728142770.225306
txn_00002415,cust_000566,24.95,Withdrawal,Grocery,0,6,0,0.298,0,1747288761.766465
txn_00002416,cust_000041,78.28,Withdrawal,Grocery,1,11,4,0.246,0,1751106721.445928
txn_00002417,cust_000843,43.74,Withdrawal,ATM,0,12,3,0.432,0,1721649593.562363
txn_00002418,cust_000585,51.58,Payment,Travel,1,19,5,0.834,0,1734290465.223833
txn_00002419,cust_000465,33.51,Purchase,Gas Station,0,18,1,0.307,0,1730141558.162068
txn_00002420,cust_000443,50.15,Purchase,Restaurant,0,4,2,0.246,0,1736395587.487329
txn_00002421,cust_000750,24.38,Transfer,Gas Station,0,5,0,2.126,0,1741928894.822355
txn_00002422,cust_000228,59.7,Transfer,Restaurant,0,14,2,0.16,0,1743774755.567451
txn_00002423,cust_000283,85.86,Purchase,Department Store,0,15,4,0.545,0,1735140722.999737
txn_00002424,cust_000040,93.45,Transfer,Online,0,7,7,0.187,0,1734507277.218269
txn_00002425,cust_000677,23.07,Purchase,Grocery,0,20,1,0.379,0,1747252339.059749
txn_00002426,cust_000601,54.0,Withdrawal,Online,0,10,2,0.24,0,1732704409.277005
txn_00002427,cust_000156,82.56,Withdrawal,Entertainment,1,23,2,0.168,0,1736119698.631592
txn_00002428,cust_000204,27.27,Purchase,Travel,1,19,2,0.987,0,1740858473.097295
txn_00002429,cust_000768,43.14,Payment,Gas Station,1,7,0,0.245,0,1727591347.125998
txn_00002430,cust_000626,146.04,Withdrawal,Grocery,0,6,0,8.272,0,1727413417.754652
txn_00002431,cust_000270,73.91,Withdrawal,Department Store,1,0,0,0.342,0,1740183776.071545
txn_00002432,cust_000673,44.6,Transfer,Online,0,11,1,0.596,0,1750932596.003357
txn_00002433,cust_000685,33.65,Payment,Other,0,4,3,1.604,0,1736137131.054836
txn_00002434,cust_000493,21.88,Withdrawal,Gas Station,0,23,4,0.353,0,1730156557.911836
txn_00002435,cust_000919,49.03,Transfer,Pharmacy,0,16,1,0.238,0,1744645133.753221
txn_00002436,cust_000334,45.56,Payment,Gas Station,0,10,0,5.385,0,1728638568.849951
txn_00002437,cust_000980,87.07,Purchase,Department Store,0,12,0,0.179,0,1730897298.639714
txn_00002438,cust_000722,41.74,Payment,Entertainment,0,20,3,0.274,0,1724875113.30778
txn_00002439,cust_000704,83.9,Transfer,ATM,1,20,4,0.468,0,1728243226.694191
txn_00002440,cust_000912,40.98,Payment,Grocery,0,17,0,1.462,0,1747673449.038217
txn_00002441,cust_000331,17.75,Transfer,Pharmacy,0,14,1,0.134,0,1729086663.713101
txn_00002442,cust_000453,18.99,Transfer,Grocery,1,7,0,0.18,0,1734249364.973333
txn_00002443,cust_000746,56.75,Purchase,ATM,0,1,3,0.481,0,1727741430.749112
txn_00002444,cust_000227,25.98,Withdrawal,Travel,0,2,3,0.153,0,1738894820.108685
txn_00002445,cust_000641,78.58,Transfer,Restaurant,0,9,2,0.912,0,1724315593.866573
txn_00002446,cust_000021,10.23,Purchase,Pharmacy,0,23,3,0.036,1,1750804665.227787
txn_00002447,cust_000722,56.7,Transfer,Travel,0,18,2,0.372,0,1731350853.359631
txn_00002448,cust_000051,30.84,Transfer,Travel,1,10,0,1.241,0,1737196395.275384
txn_00002449,cust_000161,102.35,Payment,Online,0,1,1,0.746,0,1747268548.973976
txn_00002450,cust_000166,61.76,Transfer,Pharmacy,0,12,1,0.282,0,1749555058.070724
txn_00002451,cust_000751,43.15,Purchase,Grocery,0,21,4,0.264,0,1728679801.84059
txn_00002452,cust_000774,19.67,Purchase,Travel,1,8,2,0.248,0,1750491721.826728
txn_00002453,cust_000497,131.07,Transfer,ATM,1,13,3,0.276,1,1722170185.511465
txn_00002454,cust_000647,31.2,Withdrawal,Grocery,0,1,0,0.401,0,1745195453.769542
txn_00002455,cust_000127,14.7,Payment,Pharmacy,0,21,3,0.217,0,1746475317.330836
txn_00002456,cust_000759,50.48,Purchase,Gas Station,0,2,1,2.253,0,1748481820.599054
txn_00002457,cust_000740,40.83,Payment,Grocery,0,21,2,0.362,1,1743025517.200599
txn_00002458,cust_000851,106.13,Withdrawal,Gas Station,1,20,1,0.448,0,1737923267.125323
txn_00002459,cust_000812,162.39,Transfer,Department Store,0,21,4,0.726,0,1733174763.761444
txn_00002460,cust_000762,19.58,Transfer,Entertainment,1,16,0,0.532,0,1721575630.482813
txn_00002461,cust_000271,30.59,Payment,Pharmacy,0,21,0,0.88,0,1751403339.150274
txn_00002462,cust_000096,41.86,Payment,Travel,0,6,5,0.362,0,1727845649.718804
txn_00002463,cust_000292,36.14,Withdrawal,Pharmacy,0,10,0,0.156,1,1749460827.774405
txn_00002464,cust_000509,110.23,Transfer,Travel,0,16,3,0.473,0,1743780932.31064
txn_00002465,cust_000464,28.22,Purchase,Pharmacy,0,21,1,0.36,0,1727902663.742616
txn_00002466,cust_000458,77.32,Purchase,ATM,0,2,2,1.188,0,1732502975.272084
txn_00002467,cust_000830,144.61,Purchase,Gas Station,0,1,11,1.015,0,1740705242.972226
txn_00002468,cust_000213,33.86,Payment,Other,1,19,2,0.787,0,1748109887.260376
txn_00002469,cust_000145,27.47,Payment,Travel,1,7,3,0.058,0,1733555440.275016
txn_00002470,cust_000581,27.05,Purchase,Entertainment,0,17,3,0.131,0,1744822381.777375
txn_00002471,cust_000319,43.28,Withdrawal,Grocery,0,10,4,0.147,0,1744189439.432807
txn_00002472,cust_000579,159.6,Purchase,ATM,1,16,4,0.332,0,1739721832.586134
txn_00002473,cust_000774,14.85,Payment,Travel,0,9,2,0.187,0,1738576426.332446
txn_00002474,cust_000983,202.94,Transfer,Entertainment,1,2,0,1.204,0,1741402024.444826
txn_00002475,cust_000527,41.22,Purchase,Gas Station,0,15,1,0.552,0,1738336681.726316
txn_00002476,cust_000080,65.62,Purchase,Restaurant,0,6,0,0.209,0,1732687915.743863
txn_00002477,cust_000125,104.19,Payment,Gas Station,0,19,3,0.453,1,1726077868.217663
txn_00002478,cust_000435,78.04,Payment,Restaurant,0,21,3,3.448,0,1736456419.705381
txn_00002479,cust_000561,109.39,Purchase,ATM,0,18,0,0.686,0,1734026975.079376
txn_00002480,cust_000302,394.39,Transfer,Travel,0,21,0,0.9,0,1743540802.711704
txn_00002481,cust_000911,43.29,Withdrawal,Restaurant,0,18,1,0.426,0,1732560061.305963
txn_00002482,cust_000702,29.65,Transfer,Travel,0,18,0,0.176,0,1727284589.085575
txn_00002483,cust_000484,28.53,Transfer,Restaurant,1,2,1,0.086,0,1735437669.37167
txn_00002484,cust_000733,67.48,Purchase,Department Store,1,20,7,0.792,0,1746992891.64634
txn_00002485,cust_000154,13.38,Purchase,ATM,0,20,2,0.162,0,1735677761.467168
txn_00002486,cust_000205,91.57,Payment,Department Store,1,11,0,0.342,1,1742727688.997316
txn_00002487,cust_000640,36.0,Withdrawal,Gas Station,0,4,3,2.467,0,1735621017.68161
txn_00002488,cust_000573,107.11,Transfer,Grocery,1,13,1,0.377,0,1748693791.114703
txn_00002489,cust_000282,37.31,Payment,Other,0,20,2,0.547,0,1729798819.865266
txn_00002490,cust_000377,17.46,Payment,ATM,0,1,9,0.437,0,1740534541.97659
txn_00002491,cust_000657,237.35,Purchase,Other,0,19,2,1.446,0,1741634096.155134
txn_00002492,cust_000749,22.49,Withdrawal,ATM,0,3,0,0.102,0,1727662378.639993
txn_00002493,cust_000130,408.39,Payment,Department Store,0,23,2,0.933,0,1745967229.451908
txn_00002494,cust_000874,168.36,Transfer,Other,0,6,2,5.59,0,1739514952.782802
txn_00002495,cust_000485,49.0,Purchase,Online,0,12,2,0.213,0,1727437376.887434
txn_00002496,cust_000094,20.18,Withdrawal,Restaurant,0,10,2,0.253,0,1750150878.267173
txn_00002497,cust_000896,28.34,Purchase,Grocery,1,5,0,0.12,0,1720844465.748778
txn_00002498,cust_000827,32.61,Payment,Department Store,0,14,1,0.289,0,1734706313.424456
txn_00002499,cust_000779,229.12,Payment,Pharmacy,1,22,5,13.097,0,1724535742.766641
txn_00002500,cust_000724,26.27,Transfer,Travel,0,7,0,0.082,0,1735803418.715252
txn_00002501,cust_000081,32.36,Withdrawal,Restaurant,1,12,1,2.191,0,1748691975.421289
txn_00002502,cust_000854,26.55,Withdrawal,Pharmacy,0,12,2,0.117,0,1729595387.109958
txn_00002503,cust_000502,44.95,Transfer,Gas Station,1,20,0,0.595,0,1742760946.31761
txn_00002504,cust_000446,46.37,Withdrawal,Grocery,1,3,8,0.446,0,1741404657.684885
txn_00002505,cust_000876,40.48,Transfer,Pharmacy,0,6,3,2.422,0,1735538449.428983
txn_00002506,cust_000574,18.51,Withdrawal,Pharmacy,0,23,3,0.075,0,1748471514.418421
txn_00002507,cust_000956,18.06,Purchase,Online,1,0,2,0.125,0,1744413892.678455
txn_00002508,cust_000539,20.94,Transfer,Department Store,1,6,0,0.08,0,1726982687.559329
txn_00002509,cust_000378,34.22,Purchase,Other,0,9,1,0.179,0,1749717573.165033
txn_00002510,cust_000663,40.9,Payment,Pharmacy,0,11,3,1.185,0,1729507548.377915
txn_00002511,cust_000713,37.76,Transfer,Grocery,0,4,0,0.423,0,1743049965.29593
txn_00002512,cust_000844,46.74,Payment,Other,0,5,6,0.477,0,1721796210.365291
txn_00002513,cust_000503,262.56,Purchase,Grocery,1,13,6,1.237,0,1726316721.694683
txn_00002514,cust_000628,18.32,Withdrawal,Restaurant,0,12,1,0.039,0,1749038225.77054
txn_00002515,cust_000135,28.34,Purchase,Grocery,0,8,0,0.45,0,1723448637.698126
txn_00002516,cust_000728,19.23,Purchase,Travel,1,21,2,0.145,0,1722802176.558612
txn_00002517,cust_000874,52.94,Purchase,Department Store,1,0,2,1.758,0,1726960415.945391
txn_00002518,cust_000869,39.23,Withdrawal,Other,0,12,0,0.179,0,1749208562.668491
txn_00002519,cust_000376,34.29,Payment,Pharmacy,0,14,1,0.66,0,1737123592.875404
txn_00002520,cust_000686,126.08,Withdrawal,Travel,1,13,1,3.995,0,1722775621.150213
txn_00002521,cust_000274,26.35,Payment,Grocery,0,18,2,0.095,0,1723484717.389677
txn_00002522,cust_000204,138.78,Payment,Restaurant,0,12,0,5.022,0,1742559650.496327
txn_00002523,cust_000863,59.76,Purchase,ATM,0,22,2,0.577,0,1747259423.869075
txn_00002524,cust_000360,42.44,Payment,Other,1,2,0,0.162,0,1724548927.185491
txn_00002525,cust_000089,65.38,Payment,Gas Station,0,19,1,0.432,0,1738695625.862597
txn_00002526,cust_000093,85.06,Purchase,Restaurant,0,17,0,1.035,0,1726592031.089969
